dopler47

111.1,627.1,124,-61.1,164.3,46,109.6,50.3,301.5,685,123.2,524.4,171.9,-101.1,157.5
125.6,26.2,92.2,-28.3,140.5,31.4,100.1,-39.7,170,-92.5,157,193.8,201.5,-68.3,116.3
144.5,-2,68.3,-41.9,146.4,54.6,74.3,-13.8,202.4,-116.7,147.1,157.8,219.4,-58.7,139.8
156.1,-51.6,99.1,-27.9,146.7,112.8,50.9,-29.7,225.6,-115.6,161.7,226.1,218.4,-90.5,113.8
119,-2.3,66.8,-41.6,130.6,87.6,90.4,-24.7,197.3,-119.4,174.2,132.3,211,-52,108
131.2,-18.9,88.8,-34.4,123.8,110.9,92.5,-16.1,178.6,-119.3,166.8,195.5,221.1,-53.3,99
118.4,-2.1,68.9,-45.9,126.7,78.6,92.9,4,116.7,-61.9,158.3,613.3,195.8,-60.7,100.7
130.4,-2.2,50.9,-28.9,125.5,96.3,68.8,-25.5,163.2,-109.4,156.2,294,162.7,-117.1,149.1
144.2,-3.5,77.2,-21,116.3,193.9,102.5,4.1,229.1,-20.4,163.1,733.4,107.5,-62.4,157.8
107.8,24.7,92.6,-37.7,141.7,77,105.5,6,165.9,-91.1,146,220,132.7,111.5,84.9
129.5,-2.7,84.3,-29.7,117.8,78,109.3,-32.8,169.9,-75.9,132,202.1,170.2,-19.7,83.6
117.2,90.2,125.2,-29.7,133.2,35.8,125.8,22.2,163.8,-102.9,142.2,373.3,227.6,-140.2,164
123.9,56.4,44.6,-21.7,125.5,150.5,74,-23.5,170,-85.9,157.4,409,156.7,-87.5,117.8
157,-36.6,65.4,-32.8,145,53.8,91.4,23.5,179.2,-86.3,142.2,473,171.4,-86,149.3
120.7,-2.3,59.1,-37,141.9,57.4,93.8,4.5,150.1,-79.9,135.8,289.7,172.7,-61.5,123.5
115.5,-2.2,82.4,-44.3,135.6,72.9,84.9,-22.2,177.5,-76.3,131.4,219.8,186.3,-75.9,148
121.8,-2.5,83,-36.2,132,71.3,100.6,3.8,151.6,-92.1,149.4,295.5,179.2,-76.7,131.9
147.5,-34.5,106.9,-46.2,134,106.2,108.2,95.4,203,-108.9,155.4,488.8,227.3,-65.5,129
