torkamat

54.1,41,70.1,38.7,78.1,144.5,38.2,229.1,110.5,249.9,77.8,45.7,94.5,376.6,62.7
54.1,65.3,78,38.2,70.4,328.5,78.4,45,94.6,81.7,86.6,0.3,83.3,121.1,46.5
70.5,33,70.6,182.5,38,512.9,70,29,118.5,169.4,92.6,0.3,85.5,112.8,78.7
89,-1.2,69.9,37.9,70.6,552.6,70.2,61,102.4,57.6,70.3,21.7,70.3,137.3,69.9
70.3,49.5,85.2,0.4,84.9,896.7,70,36.9,118.3,73.7,69.8,-32.3,85,167.6,88
61.9,57.5,62.4,246.5,85.7,560.8,62.1,36.9,94.4,65.7,70.9,0.4,59.2,177.2,46
78.4,40.8,70.6,38.5,54,560.7,78.2,69.5,85.9,41.6,92.5,0.6,69.4,113.1,78.3
62.5,49.2,70.2,78.2,78.2,368.5,70.2,37.2,86.7,65.5,70.5,29.5,70.5,137,70.5
62.3,17.2,70.4,125.9,70.5,416.4,84.4,0.5,85.2,65.2,77,0.3,69.3,144.9,102.2
77.9,33.1,102.3,95,85.9,488.9,61.9,29,102.4,49.7,70.5,0.3,59.5,128.9,94.6
