ab345bde

157.6,64.5,94.7,494.9,125.6,-38.2,133.2,108.3,78.9,443.5,79.2,118.7,86.2,112.2,84.9
152.4,-1.7,133.7,555.6,116.5,-37.9,141,102.5,94.1,611.4,78.2,132.5,101.7,130.9,71.1
134,51.9,93.5,497.5,157.2,-46.7,141.2,107.8,86.1,479.7,78.3,29.1,117.5,166.9,94.4
173.5,172.3,86.2,506.9,172.9,-29.9,148.9,102.9,86.4,1072,76.4,-22.3,116.9,113.3,125.1
118.7,69.3,102.5,390,148.6,-22.3,109.2,114.1,69.1,264.7,30.8,170.9,102.6,169.1,118.1
132.7,42.7,94,489,141.4,-30.3,125.1,128.4,78.2,297.2,87.2,22.9,85.9,110.4,118.7
149.9,111.3,109.7,433.8,141.8,-54.7,133.7,139.8,78.2,322.7,70.5,47.1,197,-78.8,180.4
149.6,-28.9,116.9,233.7,140.9,-46.5,125.3,102.7,101.3,197.2,86.7,54.7,158.3,45.5,132.6
156.3,-28.6,132.9,360.8,109.3,-62.1,156.7,117.7,110.1,1026.6,55.3,75.5,196.5,-78.5,148.8
147.3,-20.7,101,831.8,180.8,-46.1,116.8,130.3,70.8,320.7,62.2,79.5,133.7,0.5,77.2
