f1a2zkan

78.1,726.3,126.1,191.5,78.6,319.5,54.6,271.2,62.5,227.4,54.1,60.9,78.2,594.2,85.8
125.7,0.5,100.9,951.7,117.9,744,61.9,367.3,94.5,322.1,78.2,29.1,54.6,89.3,70.4
78.5,86.3,118.3,607.6,86.2,152.1,70.4,294.9,86.5,162.1,70.3,92.8,119.2,49,70.5
78.5,238.5,78,1071.4,102.3,448,94.3,246.9,94.6,114.4,69.9,29.4,62.2,121.6,70.3
102.3,30.1,126,456.2,110,224.5,77.9,327.1,102.4,114.4,95.4,307.7,110.4,41.3,86.6
94.1,1358.3,85.7,200,102,448.2,110.2,295.2,134.1,354.2,78.2,61.3,94,33.6,70.5
118.9,325.6,102.6,183.5,102.5,359.8,118.3,247.3,102,114.6,70.3,29.1,85.9,49.8,70.6
93.9,662.1,94.5,335.1,86.8,464.1,110.2,238.9,86.7,649.8,62.5,37.1,86.4,33.6,78.4
70.7,94.2,118.3,719.4,86.5,143.6,102.7,206.8,94.7,170.3,110,92.9,62.6,161.8,102.2
117.7,0.4,132.8,143.7,118.3,200,126.2,214.9,110.6,114.6,61.6,37.4,78.3,122.1,78.3
