dubduk57

126.2,41.7,89.1,165.1,100,278.2,81.9,55.2,79.3,114.9,84.6,603.9,56,20.5,79.1
79.8,121.5,85.8,117.2,63.5,237.7,45.7,79.9,75.5,114.8,89,559.5,71,148.5,53.1
75.2,54.6,72.3,144.8,65,243.1,61.9,81.1,76.4,104.2,88.7,454,57.1,45.5,61.5
83.1,129.2,66,137.8,71.6,206.3,62.7,69.5,79.1,127.7,84.2,271.1,58.6,63.3,83
81.8,307.4,66.3,83.1,73.3,261.4,51.9,97.6,75.1,114.1,88,213.6,85.7,31.8,78.7
83.1,388.4,72.5,79.5,67.6,256.4,53.9,112,68.8,117.5,89.2,246.2,47.4,34.5,68.5
83.1,87.9,70.3,76,55.8,376.8,79.8,45.4,79.1,123.5,87.7,110.6,73.5,73.4,65.4
63.2,112.1,67.6,81.8,64.2,233,65.5,67.7,71.1,119.3,94,141.4,86.6,51.7,62.8
78.5,93.1,63.8,70.4,80,231.4,44.3,74.3,72.7,115.2,78.1,136.3,82.5,33.5,71.5
78.5,338.8,78.3,40.8,71.5,527.4,73.1,74.6,71.6,107.2,97.7,203.7,63.2,48.8,73.7
