infinity

110,176,113,256,95,241,95,89,104,105,102,-16,89,72,103
105,183,105,160,104,72,104,423,112,104,97,-16,88,64,87
112,128,111,121,96,95,105,72,104,95,96,-16,113,72,80
121,135,96,324,91,169,103,77,108,64,104,-16,95,77,87
105,116,115,108,100,12,92,65,88,44,103,-27,92,72,76
103,240,113,104,112,1,78,41,95,57,96,-24,88,48,88
127,112,136,304,112,144,104,433,103,47,104,-15,87,56,88
110,89,119,72,112,16,104,1249,103,24,104,-24,73,55,95
102,81,118,121,105,1063,113,288,96,40,120,-16,80,63,81
88,120,136,40,96,15,80,64,113,23,105,-32,103,57,88
