f1a2zkan

155.7,-62.5,108.9,183,117.4,123.6,84.8,343.6,125.4,108,83.5,58.8,86.3,54.1,77.8
133.1,3.2,88,160.1,109.1,140.9,76.8,252.9,108.7,85.4,108,31.5,69.2,87.1,58.2
76.3,226.4,84.2,169.4,109,148.1,65.1,357.3,108.1,152.4,84.8,58.9,84.3,67.1,77.2
133.7,5.6,86.7,147.8,100.9,139,75.2,200.2,124.2,126.3,93.1,56.4,85.3,60.9,92.6
108.8,24.9,102.3,158.4,125.2,155.9,75.7,316.8,132.2,111.6,76.5,53.5,85.6,81.5,99.5
127.5,-30.7,107,130.3,99.6,101.7,69.7,232.5,92.9,105.1,77.2,35.4,69,100.5,77.1
120.5,-13.9,106.9,399.4,101.2,328.4,75.9,243.1,140.7,234.7,100,49.8,92.1,87.6,70.2
126,-15.7,108.9,162.6,100.5,544.6,51.6,907.7,77.6,756.3,74.9,85.2,84.5,113.6,59.9
131.2,-22.1,91.9,695.2,108.8,164.4,76.3,711.6,98.7,60.7,86,58.2,72.3,63,77.7
93.2,95.1,100.8,201.1,109.2,1089.1,92.5,276.3,108,82.1,75.8,53.8,61.3,96.8,75.6
151.9,-55.4,110.5,122.9,91.8,90.8,75.9,162.7,115.2,46.9,99.6,30.6,77.2,43.9,44.9
140.5,-39,99.9,141.5,125.6,87.2,108.7,156.7,123.1,95.8,68,43,70,85.5,68.6
134.7,-49.5,108,170.9,117,151,91,218.5,102.2,130.2,91.8,68.3,69.1,62.7,69.2
116.6,-31.5,108.6,136.3,86.4,106.8,67.8,181.7,125.7,75.1,76.7,32.6,77.5,63.7,61.2
139,-47.2,110,139.2,133.3,120.4,93,187.7,133.8,122.3,85.3,66.3,75.8,77.5,68.8
124.9,5,94.7,210.6,94.9,139.6,84.6,222.4,108.1,66.2,76.4,34.9,86.3,64.6,61.6
121.3,-27.7,114.4,135.8,109.4,100.9,99.9,207.3,107.9,93.2,84.3,43.9,78.3,75,68.7
115,-30.4,100.9,141.1,115.9,80,93,156.8,133,76.7,85.2,40.5,93.3,57.1,58.9
157,-42,100.7,199.8,115.4,736.9,93,197,132.9,50.9,76.2,47.8,68.8,89.4,71.3
131.9,-54,118.1,130.6,101.5,86.8,102.3,146.1,141.8,42.6,77.4,41.9,100.9,55.5,69
67.5,79.7,70.1,168.6,99.1,119.8,59.8,237.2,29.2,182.7,92.6,40.7,77.8,85.9,67.3
109.6,-30.5,101.2,129.3,100.2,83.4,84.6,128.8,83.4,51.8,75.7,31.8,61.1,49.8,55.1
104.5,-31.9,102.9,131.1,107.9,102.7,83.5,148.9,106.6,69.6,75.2,21.6,69.7,55.9,68.9
124.8,-37.2,103.2,122.1,78.7,97.3,70.2,158.1,107.6,97.3,89.5,1.7,86.3,58.3,67.3
125.3,-16.5,102.2,154.7,92.9,104.9,74.2,334,87.5,68.4,71.8,43.1,59.6,63.9,61.6
126.2,-31.6,89.6,133.8,83.1,98.3,69.1,138.9,86.2,70,76.7,68.5,59.8,50,67.5
96.1,-47.1,100.6,134.1,86.3,95.8,75.4,143.7,106.2,82.4,76,38.6,68.1,62.3,67.7
68.4,95.6,86,154.6,102,109.5,77.1,1525.8,99.5,274.1,68.1,106.3,67.2,118.9,62
130.2,-31.1,93.6,165.2,110.1,116.9,104.8,329.1,92,66.3,85,40.5,70.4,78.7,69.4
