infinity

93.9,79.7,86.8,196,119.4,45.7,125.1,581.8,117.1,-45.4,124.1,83.7,93.2,-29.3,84.8
100.6,-21.9,91.7,344.4,123.8,16.8,101.7,203.5,92,-28.9,108.6,4.3,119.2,-37.3,93.3
109.4,-39,100.5,148,84.5,84.6,103.6,425,82.7,-30.4,92.4,45.3,76.9,-38.4,101.7
99.2,-30.2,92.4,45.3,86.1,356.4,92.7,546.4,92.5,-36.9,108.7,33,124,-47.6,76.7
115.4,-14.3,91.6,457.8,78,53.5,108.5,-21.4,91.8,772.7,93.8,135.4,92.3,-36.3,75.9
123.6,-30.6,100.8,69.2,85.8,56.1,92.2,256.3,90.8,-19.1,107.7,83.6,125.5,281.1,60.6
124.2,-22.1,90.9,474.6,77.6,36.3,109.7,-39.2,115.8,182,110,95.3,99.4,-27.9,99.9
140.3,-54.5,99.1,86.9,96,20.4,108.7,292.2,84.8,-31.2,102.6,55,116.5,-45,92.5
115.8,-29.3,107,2.7,83.6,67.1,91.7,327.5,75.1,-29.2,101.4,27.1,124.9,-52.6,100.7
114.7,-20.9,92.4,3.7,65.7,60.7,118.3,1221.4,118,-29.7,100.8,172.3,92,-46.9,110.2
112.9,-39.4,101.2,227.8,68.1,332.9,75.8,343,109.3,-37.2,109.6,135.2,98.9,-29.4,110
122.5,-22.6,77.1,78,70.7,86.1,93.6,201.4,99.9,-21.4,99.8,75.6,83.8,-44.4,100.6
100.1,-38.6,108.9,442.9,69.5,38.9,133.8,2.9,134.2,-1.6,122.4,3.2,126.5,-1.4,131.3
92.1,-22.6,84.9,454.1,77,76.8,148.8,-22.1,159.1,-1.4,85.5,41.3,92,-45.2,77.4
115.4,-36.1,89.4,56.6,62.2,50.1,101.3,136.2,108.3,-27.7,92.3,-24.6,124.4,-21.6,76.2
116.2,-29.6,99.6,52.7,85.6,159.7,107.8,159.7,100,-20.9,130.5,-61.9,91.4,-25.9,73.4
98.9,-24.2,102.2,60.8,88,39.9,94.3,533.9,83.4,-27.2,123.9,2.9,95.7,-37.8,93.8
115.2,-30.8,92.9,35.8,70.5,92.8,101.9,183.7,107.9,-21,100.1,56.3,94.6,-31.7,84.9
119.6,-34.5,97.8,130.2,102,286.7,93.5,234.9,116,-37.9,118.5,2.8,128.1,-45.6,100.3
126.2,-31.3,99.3,44.9,77.3,88.7,93.7,124.7,116.3,-37.5,125.1,96.5,83,-27.9,92.2
99.3,-39,100.7,127.9,70.1,76.2,118.3,4.5,129.9,-1.6,76.9,-20.8,128,-53.9,100.6
86.3,254.7,92.3,150.1,111.8,71.1,93.3,158.2,108.6,-20.5,115.1,110.2,115.1,-36.8,94.2
127.6,-31.9,77.4,296.2,102.3,82.7,79.9,403.5,98,-30.4,104.6,53.6,92,-35.7,99.7
100.4,-22.8,100.3,97.5,103.5,136.8,76.6,214.3,118,-29,97.7,-48,153.5,-1.6,84.6
93.3,-37.2,99.1,29,126.6,64.1,109.8,340,92.9,-29.4,100.7,38.2,131.8,-36.9,78.6
103.3,2.6,50.8,91.5,118.2,137.4,94.2,293,122.6,-18.7,100.2,51.8,107.2,-35.6,83.8
99.3,-38.8,93.6,49.9,100.5,39.9,78.5,328.6,115.2,-46,126.4,44.8,99.4,-45.9,92.9
108.7,-30,100,4.3,105.5,44.6,80.2,291.3,116.2,-21.1,101.6,64,99.2,-28.4,84.7
